100;200;300;400;500;600;700;800;900;1000
6332800;20400;21900;21200;20700;22200;21200;19900;24800;20000
34100;21400;21100;22400;20700;19800;21700;25700;34300;20800
22300;20100;19700;20000;20000;20300;19800;19400;19500;20400
19900;34200;23000;23300;22600;22200;20100;21100;21400;20100
23900;20000;20200;119900;21700;20900;19900;27800;21700;20900
19800;26700;21100;19500;19600;21400;1907600;20300;21500;24200
20100;20800;21600;20200;20800;20500;22000;21200;21800;20800
20500;19700;19900;20600;20900;23400;20300;20600;19900;22500
22100;22600;22300;35900;19800;21000;19800;20900;25500;20600
23400;20600;19900;20800;20300;20800;23000;21100;22000;22800
20800;21300;20900;20500;20700;21000;19800;25100;22900;22900
19700;21500;20400;20700;22400;20300;24500;20100;20200;21400
20200;20300;20600;21000;20800;21000;21000;21400;23900;19900
21700;24800;24500;22300;21600;21000;24000;19600;21400;20500
20600;21400;21700;20900;19900;22100;24500;21900;20900;20200
20100;20700;20000;26800;19800;20500;19700;19900;20800;20500
20200;19700;20800;20400;20400;19900;20700;21900;24100;21300
20700;19600;21700;20200;20100;20800;21000;20000;20500;20500
20100;20700;22300;23700;21100;20800;20400;21300;20900;21900
19900;20100;20700;30100;20100;30700;20200;20100;20700;21200
20500;21100;21500;20400;20000;21200;20600;20300;22600;20500
21500;20900;20700;21300;20600;21200;21500;22000;20800;20700
22300;20200;25900;21900;21100;21000;20300;24500;20400;20300
21200;20400;20300;22800;20500;20600;20600;20200;23100;20600
23200;20900;20300;20200;20400;20400;20300;21300;20500;20300
